MSG,4,1,1,AB2372,1,2022/10/02,14:25:46.448,2022/10/02,14:25:46.475,,,473,157,,,1344,,,,,0
MSG,7,1,1,AD6E10,1,2022/10/02,14:25:46.460,2022/10/02,14:25:46.476,,7900,,,,,,,,,,
MSG,3,1,1,A6099C,1,2022/10/02,14:25:46.489,2022/10/02,14:25:46.530,,4375,,,47.65166,-122.58108,,,0,,0,0
MSG,7,1,1,AD9D31,1,2022/10/02,14:25:46.506,2022/10/02,14:25:46.530,,900,,,,,,,,,,
MSG,8,1,1,AB2372,1,2022/10/02,14:25:46.554,2022/10/02,14:25:46.585,,,,,,,,,,,,0
MSG,7,1,1,AD9D31,1,2022/10/02,14:25:46.562,2022/10/02,14:25:46.585,,900,,,,,,,,,,
MSG,7,1,1,AD9D31,1,2022/10/02,14:25:46.569,2022/10/02,14:25:46.585,,900,,,,,,,,,,
MSG,7,1,1,AD9D31,1,2022/10/02,14:25:46.575,2022/10/02,14:25:46.585,,900,,,,,,,,,,
MSG,3,1,1,AD6E10,1,2022/10/02,14:25:46.633,2022/10/02,14:25:46.640,,7900,,,,,,,0,,0,0
MSG,4,1,1,AD6E10,1,2022/10/02,14:25:46.633,2022/10/02,14:25:46.640,,,132,5,,,0,,,,,0
MSG,8,1,1,AD6E10,1,2022/10/02,14:25:46.659,2022/10/02,14:25:46.694,,,,,,,,,,,,0
MSG,3,1,1,A88467,1,2022/10/02,14:25:46.705,2022/10/02,14:25:46.748,,9650,,,47.58128,-122.52942,,,0,,0,0
MSG,7,1,1,AD6E10,1,2022/10/02,14:25:46.743,2022/10/02,14:25:46.749,,7900,,,,,,,,,,
MSG,3,1,1,C088FB,1,2022/10/02,14:25:46.753,2022/10/02,14:25:46.802,,24500,,,47.98647,-122.29713,,,0,,0,0
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:46.818,2022/10/02,14:25:46.859,,900,,,47.79509,-122.47178,,,0,,0,0
MSG,4,1,1,C088FB,1,2022/10/02,14:25:46.893,2022/10/02,14:25:46.916,,,359,349,,,-1600,,,,,0
MSG,7,1,1,AD6E10,1,2022/10/02,14:25:46.908,2022/10/02,14:25:46.918,,7900,,,,,,,,,,
MSG,8,1,1,A88467,1,2022/10/02,14:25:46.976,2022/10/02,14:25:47.022,,,,,,,,,,,,0
MSG,8,1,1,AD9D31,1,2022/10/02,14:25:46.982,2022/10/02,14:25:47.022,,,,,,,,,,,,0
MSG,5,1,1,AB2372,1,2022/10/02,14:25:46.982,2022/10/02,14:25:47.022,,31500,,,,,,,0,,0,
MSG,7,1,1,A88467,1,2022/10/02,14:25:47.045,2022/10/02,14:25:47.077,,9650,,,,,,,,,,
MSG,8,1,1,C088FB,1,2022/10/02,14:25:47.073,2022/10/02,14:25:47.078,,,,,,,,,,,,0
MSG,7,1,1,A88467,1,2022/10/02,14:25:47.194,2022/10/02,14:25:47.239,,9675,,,,,,,,,,
MSG,7,1,1,A6099C,1,2022/10/02,14:25:47.300,2022/10/02,14:25:47.348,,4375,,,,,,,,,,
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:47.302,2022/10/02,14:25:47.349,,925,,,47.79490,-122.47178,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:47.303,2022/10/02,14:25:47.349,,,103,169,,,64,,,,,0
MSG,7,1,1,C088FB,1,2022/10/02,14:25:47.341,2022/10/02,14:25:47.350,,24475,,,,,,,,,,
MSG,7,1,1,C088FB,1,2022/10/02,14:25:47.348,2022/10/02,14:25:47.403,,24475,,,,,,,,,,
MSG,3,1,1,AB2372,1,2022/10/02,14:25:47.363,2022/10/02,14:25:47.403,,31525,,,47.57158,-122.39491,,,0,,0,0
MSG,7,1,1,AB2372,1,2022/10/02,14:25:47.380,2022/10/02,14:25:47.404,,31525,,,,,,,,,,
MSG,4,1,1,AB2372,1,2022/10/02,14:25:47.393,2022/10/02,14:25:47.405,,,473,157,,,1344,,,,,0
MSG,7,1,1,AD9D31,1,2022/10/02,14:25:47.457,2022/10/02,14:25:47.512,,925,,,,,,,,,,
MSG,6,1,1,AB2372,1,2022/10/02,14:25:47.518,2022/10/02,14:25:47.567,,,,,,,,7026,0,0,0,
MSG,7,1,1,AD9D31,1,2022/10/02,14:25:47.526,2022/10/02,14:25:47.567,,925,,,,,,,,,,
MSG,5,1,1,C088FB,1,2022/10/02,14:25:47.586,2022/10/02,14:25:47.622,,24475,,,,,,,0,,0,
MSG,7,1,1,AB2372,1,2022/10/02,14:25:47.678,2022/10/02,14:25:47.731,,31525,,,,,,,,,,
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:47.713,2022/10/02,14:25:47.734,,925,,,47.79472,-122.47171,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:47.713,2022/10/02,14:25:47.734,,,103,169,,,64,,,,,0
MSG,7,1,1,C088FB,1,2022/10/02,14:25:47.727,2022/10/02,14:25:47.735,,24475,,,,,,,,,,
MSG,5,1,1,AB2372,1,2022/10/02,14:25:47.758,2022/10/02,14:25:47.788,,31525,,,,,,,0,,0,
MSG,7,1,1,AB2372,1,2022/10/02,14:25:47.762,2022/10/02,14:25:47.788,,31525,,,,,,,,,,
MSG,8,1,1,AD9D31,1,2022/10/02,14:25:47.789,2022/10/02,14:25:47.841,,,,,,,,,,,,0
MSG,7,1,1,A6099C,1,2022/10/02,14:25:47.860,2022/10/02,14:25:47.897,,4375,,,,,,,,,,
MSG,3,1,1,C088FB,1,2022/10/02,14:25:47.882,2022/10/02,14:25:47.899,,24450,,,47.98828,-122.29762,,,0,,0,0
MSG,8,1,1,C088FB,1,2022/10/02,14:25:47.914,2022/10/02,14:25:47.951,,,,,,,,,,,,0
MSG,8,1,1,C088FB,1,2022/10/02,14:25:47.949,2022/10/02,14:25:48.005,,,,,,,,,,,,0
MSG,8,1,1,C088FB,1,2022/10/02,14:25:47.982,2022/10/02,14:25:48.009,,,,,,,,,,,,0
MSG,4,1,1,C088FB,1,2022/10/02,14:25:48.063,2022/10/02,14:25:48.113,,,359,349,,,-1664,,,,,0
MSG,3,1,1,AD9D31,1,2022/10/02,14:25:48.240,2022/10/02,14:25:48.277,,925,,,47.79444,-122.47164,,,0,,0,0
MSG,4,1,1,AD9D31,1,2022/10/02,14:25:48.240,2022/10/02,14:25:48.277,,,103,169,,,128,,,,,0
MSG,7,1,1,A6099C,1,2022/10/02,14:25:48.250,2022/10/02,14:25:48.278,,4375,,,,,,,,,,
MSG,3,1,1,AB2372,1,2022/10/02,14:25:48.458,2022/10/02,14:25:48.496,,31550,,,47.56917,-122.39340,,,0,,0,0
MSG,7,1,1,AD9D31,1,2022/10/02,14:25:48.486,2022/10/02,14:25:48.497,,925,,,,,,,,,,
MSG,4,1,1,AB2372,1,2022/10/02,14:25:48.488,2022/10/02,14:25:48.497,,,472,157,,,1344,,,,,0
